rank,id,round,score,exact,under,over,extremeOver,totalOnsets,parameters
263,r006-0041-af3e5f31,6,274,6,2,3,0,116,"{""relativeReattackFactor"":3.318078,""relativeReattackMinDelta"":0.011729,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.294392,""spectralNoveltyMinBins"":53,""cooldownFrames"":5,""cooldownOverrideFactor"":2.575196,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.065714,""analyzeIntervalMs"":41}"
264,r006-0045-1a0cb8b9,6,274,6,2,3,0,117,"{""relativeReattackFactor"":3.349226,""relativeReattackMinDelta"":0.012251,""relativeFluxFactor"":1.748133,""spectralNoveltyRatio"":2.747452,""spectralNoveltyMinBins"":44,""cooldownFrames"":5,""cooldownOverrideFactor"":2.475627,""cooldownOverrideMinFlux"":0.027921,""cooldownOverrideMinBandRatio"":0.05483,""analyzeIntervalMs"":41}"
265,r006-0065-52f0c341,6,274,6,2,3,0,115,"{""relativeReattackFactor"":3.418202,""relativeReattackMinDelta"":0.012648,""relativeFluxFactor"":1.858372,""spectralNoveltyRatio"":2.813378,""spectralNoveltyMinBins"":50,""cooldownFrames"":5,""cooldownOverrideFactor"":2.463716,""cooldownOverrideMinFlux"":0.02776,""cooldownOverrideMinBandRatio"":0.056574,""analyzeIntervalMs"":41}"
266,r007-0009-003fe1b0,7,274,6,2,3,0,116,"{""relativeReattackFactor"":3.410175,""relativeReattackMinDelta"":0.01208,""relativeFluxFactor"":1.765356,""spectralNoveltyRatio"":2.96724,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.242573,""cooldownOverrideMinFlux"":0.02772,""cooldownOverrideMinBandRatio"":0.066252,""analyzeIntervalMs"":41}"
267,r007-0030-8735772e,7,274,6,2,3,0,116,"{""relativeReattackFactor"":3.35185,""relativeReattackMinDelta"":0.011537,""relativeFluxFactor"":1.886224,""spectralNoveltyRatio"":2.83794,""spectralNoveltyMinBins"":47,""cooldownFrames"":5,""cooldownOverrideFactor"":2.587248,""cooldownOverrideMinFlux"":0.028829,""cooldownOverrideMinBandRatio"":0.057166,""analyzeIntervalMs"":41}"
268,r007-0035-f040eaf9,7,274,6,2,3,0,116,"{""relativeReattackFactor"":3.331611,""relativeReattackMinDelta"":0.012436,""relativeFluxFactor"":1.961115,""spectralNoveltyRatio"":2.627997,""spectralNoveltyMinBins"":46,""cooldownFrames"":5,""cooldownOverrideFactor"":2.782127,""cooldownOverrideMinFlux"":0.028526,""cooldownOverrideMinBandRatio"":0.061449,""analyzeIntervalMs"":41}"
269,r007-0080-005bf670,7,274,6,2,3,0,116,"{""relativeReattackFactor"":3.349368,""relativeReattackMinDelta"":0.012809,""relativeFluxFactor"":1.914482,""spectralNoveltyRatio"":2.856297,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.490839,""cooldownOverrideMinFlux"":0.029398,""cooldownOverrideMinBandRatio"":0.055362,""analyzeIntervalMs"":41}"
270,r008-0040-4c70abf0,8,274,6,2,3,0,116,"{""relativeReattackFactor"":3.424979,""relativeReattackMinDelta"":0.011513,""relativeFluxFactor"":1.422868,""spectralNoveltyRatio"":3.126552,""spectralNoveltyMinBins"":53,""cooldownFrames"":5,""cooldownOverrideFactor"":2.53531,""cooldownOverrideMinFlux"":0.028971,""cooldownOverrideMinBandRatio"":0.07099,""analyzeIntervalMs"":41}"
271,r008-0068-aa696fdf,8,274,6,2,3,0,116,"{""relativeReattackFactor"":3.393418,""relativeReattackMinDelta"":0.011966,""relativeFluxFactor"":1.434212,""spectralNoveltyRatio"":3.426698,""spectralNoveltyMinBins"":52,""cooldownFrames"":5,""cooldownOverrideFactor"":2.548089,""cooldownOverrideMinFlux"":0.029336,""cooldownOverrideMinBandRatio"":0.066265,""analyzeIntervalMs"":41}"
272,r009-0027-ceb96e97,9,274,6,2,3,0,116,"{""relativeReattackFactor"":3.392205,""relativeReattackMinDelta"":0.010717,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.486225,""spectralNoveltyMinBins"":53,""cooldownFrames"":5,""cooldownOverrideFactor"":2.472482,""cooldownOverrideMinFlux"":0.029996,""cooldownOverrideMinBandRatio"":0.066632,""analyzeIntervalMs"":41}"
273,r004-0004-2bd67c68,4,262,6,3,4,0,113,"{""relativeReattackFactor"":3.532226,""relativeReattackMinDelta"":0.011847,""relativeFluxFactor"":2.018637,""spectralNoveltyRatio"":2.407633,""spectralNoveltyMinBins"":51,""cooldownFrames"":5,""cooldownOverrideFactor"":2.117236,""cooldownOverrideMinFlux"":0.028128,""cooldownOverrideMinBandRatio"":0.046782,""analyzeIntervalMs"":42}"
274,r004-0026-145ee56d,4,262,6,3,4,0,114,"{""relativeReattackFactor"":3.304018,""relativeReattackMinDelta"":0.012371,""relativeFluxFactor"":1.848042,""spectralNoveltyRatio"":3.302709,""spectralNoveltyMinBins"":50,""cooldownFrames"":5,""cooldownOverrideFactor"":2.538633,""cooldownOverrideMinFlux"":0.027992,""cooldownOverrideMinBandRatio"":0.062803,""analyzeIntervalMs"":42}"
275,r004-0032-eb1b9345,4,262,6,3,4,0,113,"{""relativeReattackFactor"":3.448373,""relativeReattackMinDelta"":0.016915,""relativeFluxFactor"":1.93324,""spectralNoveltyRatio"":2.663331,""spectralNoveltyMinBins"":53,""cooldownFrames"":5,""cooldownOverrideFactor"":2.35464,""cooldownOverrideMinFlux"":0.027937,""cooldownOverrideMinBandRatio"":0.061255,""analyzeIntervalMs"":42}"
276,r004-0068-a1a4bb74,4,262,6,3,4,0,114,"{""relativeReattackFactor"":3.482478,""relativeReattackMinDelta"":0.013339,""relativeFluxFactor"":1.88797,""spectralNoveltyRatio"":3.325661,""spectralNoveltyMinBins"":50,""cooldownFrames"":5,""cooldownOverrideFactor"":2.478459,""cooldownOverrideMinFlux"":0.027359,""cooldownOverrideMinBandRatio"":0.059342,""analyzeIntervalMs"":42}"
277,r005-0042-7ede5dd4,5,262,6,3,4,0,113,"{""relativeReattackFactor"":3.724188,""relativeReattackMinDelta"":0.017011,""relativeFluxFactor"":2.027421,""spectralNoveltyRatio"":3.028337,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.614526,""cooldownOverrideMinFlux"":0.028817,""cooldownOverrideMinBandRatio"":0.055273,""analyzeIntervalMs"":42}"
278,r005-0071-639e3525,5,262,6,3,4,0,113,"{""relativeReattackFactor"":3.595676,""relativeReattackMinDelta"":0.013634,""relativeFluxFactor"":1.853095,""spectralNoveltyRatio"":2.811781,""spectralNoveltyMinBins"":51,""cooldownFrames"":5,""cooldownOverrideFactor"":2.326478,""cooldownOverrideMinFlux"":0.027188,""cooldownOverrideMinBandRatio"":0.055466,""analyzeIntervalMs"":42}"
279,r006-0033-3c502b4a,6,262,6,3,4,0,114,"{""relativeReattackFactor"":3.665806,""relativeReattackMinDelta"":0.014966,""relativeFluxFactor"":1.858449,""spectralNoveltyRatio"":3.074882,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.440519,""cooldownOverrideMinFlux"":0.026376,""cooldownOverrideMinBandRatio"":0.057034,""analyzeIntervalMs"":42}"
280,r007-0010-e102beba,7,262,6,3,4,0,113,"{""relativeReattackFactor"":3.398823,""relativeReattackMinDelta"":0.011817,""relativeFluxFactor"":1.938849,""spectralNoveltyRatio"":2.797956,""spectralNoveltyMinBins"":50,""cooldownFrames"":5,""cooldownOverrideFactor"":2.730774,""cooldownOverrideMinFlux"":0.027609,""cooldownOverrideMinBandRatio"":0.055567,""analyzeIntervalMs"":42}"
281,r007-0028-54374c58,7,262,6,3,4,0,113,"{""relativeReattackFactor"":3.711545,""relativeReattackMinDelta"":0.016369,""relativeFluxFactor"":1.931372,""spectralNoveltyRatio"":3.195267,""spectralNoveltyMinBins"":50,""cooldownFrames"":5,""cooldownOverrideFactor"":2.536174,""cooldownOverrideMinFlux"":0.026851,""cooldownOverrideMinBandRatio"":0.062333,""analyzeIntervalMs"":42}"
282,r007-0037-d38281ba,7,262,6,3,4,0,113,"{""relativeReattackFactor"":3.385101,""relativeReattackMinDelta"":0.014832,""relativeFluxFactor"":1.985097,""spectralNoveltyRatio"":3.127815,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.492037,""cooldownOverrideMinFlux"":0.029477,""cooldownOverrideMinBandRatio"":0.056997,""analyzeIntervalMs"":42}"
283,r007-0052-dbe3f841,7,262,6,3,4,0,114,"{""relativeReattackFactor"":3.457363,""relativeReattackMinDelta"":0.014227,""relativeFluxFactor"":1.913667,""spectralNoveltyRatio"":2.917637,""spectralNoveltyMinBins"":50,""cooldownFrames"":5,""cooldownOverrideFactor"":2.500684,""cooldownOverrideMinFlux"":0.02949,""cooldownOverrideMinBandRatio"":0.055563,""analyzeIntervalMs"":42}"
284,r007-0073-a7f44e97,7,262,6,3,4,0,113,"{""relativeReattackFactor"":3.647215,""relativeReattackMinDelta"":0.016506,""relativeFluxFactor"":2.03818,""spectralNoveltyRatio"":3.038191,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.410862,""cooldownOverrideMinFlux"":0.02827,""cooldownOverrideMinBandRatio"":0.06218,""analyzeIntervalMs"":42}"
285,r005-0040-dfd5b536,5,256,6,4,4,0,113,"{""relativeReattackFactor"":3.606408,""relativeReattackMinDelta"":0.012338,""relativeFluxFactor"":1.455115,""spectralNoveltyRatio"":3.101199,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.5994,""cooldownOverrideMinFlux"":0.028175,""cooldownOverrideMinBandRatio"":0.067643,""analyzeIntervalMs"":42}"
286,r006-0013-84e13ea1,6,256,6,4,4,0,112,"{""relativeReattackFactor"":3.728732,""relativeReattackMinDelta"":0.016122,""relativeFluxFactor"":1.89451,""spectralNoveltyRatio"":3.057039,""spectralNoveltyMinBins"":53,""cooldownFrames"":5,""cooldownOverrideFactor"":2.673025,""cooldownOverrideMinFlux"":0.028102,""cooldownOverrideMinBandRatio"":0.055594,""analyzeIntervalMs"":42}"
287,r006-0021-b819aebc,6,256,6,4,4,0,112,"{""relativeReattackFactor"":3.563111,""relativeReattackMinDelta"":0.0113,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.230066,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.356522,""cooldownOverrideMinFlux"":0.02854,""cooldownOverrideMinBandRatio"":0.070787,""analyzeIntervalMs"":42}"
288,r006-0026-240d18af,6,256,6,4,4,0,113,"{""relativeReattackFactor"":3.30638,""relativeReattackMinDelta"":0.01115,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.223463,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.62437,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.070766,""analyzeIntervalMs"":42}"
289,r006-0036-49b6522a,6,256,6,4,4,0,112,"{""relativeReattackFactor"":3.363365,""relativeReattackMinDelta"":0.010051,""relativeFluxFactor"":1.627384,""spectralNoveltyRatio"":3.611318,""spectralNoveltyMinBins"":53,""cooldownFrames"":5,""cooldownOverrideFactor"":2.630825,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.071342,""analyzeIntervalMs"":42}"
290,r006-0053-fd4cd6e8,6,256,6,4,4,0,112,"{""relativeReattackFactor"":3.547479,""relativeReattackMinDelta"":0.015982,""relativeFluxFactor"":1.955292,""spectralNoveltyRatio"":3.113512,""spectralNoveltyMinBins"":52,""cooldownFrames"":5,""cooldownOverrideFactor"":2.656592,""cooldownOverrideMinFlux"":0.026291,""cooldownOverrideMinBandRatio"":0.063033,""analyzeIntervalMs"":42}"
291,r006-0057-7523b812,6,256,6,4,4,0,112,"{""relativeReattackFactor"":3.375664,""relativeReattackMinDelta"":0.013276,""relativeFluxFactor"":2.1145,""spectralNoveltyRatio"":2.897822,""spectralNoveltyMinBins"":51,""cooldownFrames"":5,""cooldownOverrideFactor"":2.558244,""cooldownOverrideMinFlux"":0.029897,""cooldownOverrideMinBandRatio"":0.057436,""analyzeIntervalMs"":42}"
292,r006-0058-85b63a03,6,256,6,4,4,0,112,"{""relativeReattackFactor"":3.751062,""relativeReattackMinDelta"":0.015947,""relativeFluxFactor"":1.963168,""spectralNoveltyRatio"":2.910242,""spectralNoveltyMinBins"":51,""cooldownFrames"":5,""cooldownOverrideFactor"":2.433483,""cooldownOverrideMinFlux"":0.027895,""cooldownOverrideMinBandRatio"":0.059616,""analyzeIntervalMs"":42}"
293,r006-0061-ccd0a313,6,256,6,4,4,0,113,"{""relativeReattackFactor"":3.401042,""relativeReattackMinDelta"":0.010167,""relativeFluxFactor"":1.400875,""spectralNoveltyRatio"":3.215647,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.605701,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.068646,""analyzeIntervalMs"":42}"
294,r006-0066-aba40b38,6,256,6,4,4,0,113,"{""relativeReattackFactor"":3.588974,""relativeReattackMinDelta"":0.011623,""relativeFluxFactor"":1.450487,""spectralNoveltyRatio"":3.556165,""spectralNoveltyMinBins"":52,""cooldownFrames"":5,""cooldownOverrideFactor"":2.4681,""cooldownOverrideMinFlux"":0.02993,""cooldownOverrideMinBandRatio"":0.069603,""analyzeIntervalMs"":42}"
295,r007-0011-13fb3bb8,7,256,6,4,4,0,112,"{""relativeReattackFactor"":3.545917,""relativeReattackMinDelta"":0.011305,""relativeFluxFactor"":1.584272,""spectralNoveltyRatio"":3.414949,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.619255,""cooldownOverrideMinFlux"":0.029494,""cooldownOverrideMinBandRatio"":0.0692,""analyzeIntervalMs"":42}"
296,r007-0018-d86c1b7e,7,256,6,4,4,0,112,"{""relativeReattackFactor"":3.535416,""relativeReattackMinDelta"":0.015507,""relativeFluxFactor"":1.834743,""spectralNoveltyRatio"":3.186737,""spectralNoveltyMinBins"":52,""cooldownFrames"":5,""cooldownOverrideFactor"":2.626674,""cooldownOverrideMinFlux"":0.027947,""cooldownOverrideMinBandRatio"":0.061873,""analyzeIntervalMs"":42}"
297,r007-0021-98397617,7,256,6,4,4,0,112,"{""relativeReattackFactor"":3.410751,""relativeReattackMinDelta"":0.010767,""relativeFluxFactor"":1.580255,""spectralNoveltyRatio"":3.251268,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.450384,""cooldownOverrideMinFlux"":0.028924,""cooldownOverrideMinBandRatio"":0.068472,""analyzeIntervalMs"":42}"
298,r007-0043-33edac2c,7,256,6,4,4,0,112,"{""relativeReattackFactor"":3.552591,""relativeReattackMinDelta"":0.016722,""relativeFluxFactor"":1.830868,""spectralNoveltyRatio"":2.925918,""spectralNoveltyMinBins"":52,""cooldownFrames"":5,""cooldownOverrideFactor"":2.637866,""cooldownOverrideMinFlux"":0.026097,""cooldownOverrideMinBandRatio"":0.059492,""analyzeIntervalMs"":42}"
299,r007-0051-fb21b297,7,256,6,4,4,0,111,"{""relativeReattackFactor"":3.40369,""relativeReattackMinDelta"":0.01225,""relativeFluxFactor"":1.59533,""spectralNoveltyRatio"":3.512661,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.522378,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.069313,""analyzeIntervalMs"":42}"
300,r007-0061-c0695430,7,256,6,4,4,0,113,"{""relativeReattackFactor"":3.488844,""relativeReattackMinDelta"":0.01196,""relativeFluxFactor"":1.516142,""spectralNoveltyRatio"":3.512244,""spectralNoveltyMinBins"":52,""cooldownFrames"":5,""cooldownOverrideFactor"":2.607329,""cooldownOverrideMinFlux"":0.029348,""cooldownOverrideMinBandRatio"":0.068498,""analyzeIntervalMs"":42}"
301,r007-0076-f119e14e,7,256,6,4,4,0,112,"{""relativeReattackFactor"":3.4606,""relativeReattackMinDelta"":0.011285,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.593629,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.41346,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.068241,""analyzeIntervalMs"":42}"
302,r008-0003-bb792d81,8,256,6,4,4,0,113,"{""relativeReattackFactor"":3.545885,""relativeReattackMinDelta"":0.011385,""relativeFluxFactor"":1.444511,""spectralNoveltyRatio"":3.330476,""spectralNoveltyMinBins"":53,""cooldownFrames"":5,""cooldownOverrideFactor"":2.472679,""cooldownOverrideMinFlux"":0.029517,""cooldownOverrideMinBandRatio"":0.065878,""analyzeIntervalMs"":42}"
303,r008-0005-9fab3f5e,8,256,6,4,4,0,112,"{""relativeReattackFactor"":3.40047,""relativeReattackMinDelta"":0.011608,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.210968,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.43461,""cooldownOverrideMinFlux"":0.02922,""cooldownOverrideMinBandRatio"":0.072358,""analyzeIntervalMs"":42}"
304,r008-0008-ee0e9c8b,8,256,6,4,4,0,113,"{""relativeReattackFactor"":3.567756,""relativeReattackMinDelta"":0.010624,""relativeFluxFactor"":1.471499,""spectralNoveltyRatio"":3.571313,""spectralNoveltyMinBins"":52,""cooldownFrames"":5,""cooldownOverrideFactor"":2.51624,""cooldownOverrideMinFlux"":0.029624,""cooldownOverrideMinBandRatio"":0.070824,""analyzeIntervalMs"":42}"
305,r008-0012-4481d97b,8,256,6,4,4,0,111,"{""relativeReattackFactor"":3.533372,""relativeReattackMinDelta"":0.010695,""relativeFluxFactor"":1.631263,""spectralNoveltyRatio"":3.403842,""spectralNoveltyMinBins"":58,""cooldownFrames"":5,""cooldownOverrideFactor"":2.688255,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.072311,""analyzeIntervalMs"":42}"
306,r008-0013-37c51432,8,256,6,4,4,0,113,"{""relativeReattackFactor"":3.556251,""relativeReattackMinDelta"":0.012061,""relativeFluxFactor"":1.559454,""spectralNoveltyRatio"":3.472183,""spectralNoveltyMinBins"":53,""cooldownFrames"":5,""cooldownOverrideFactor"":2.480702,""cooldownOverrideMinFlux"":0.029062,""cooldownOverrideMinBandRatio"":0.066927,""analyzeIntervalMs"":42}"
307,r008-0022-47920f9e,8,256,6,4,4,0,111,"{""relativeReattackFactor"":3.609322,""relativeReattackMinDelta"":0.010836,""relativeFluxFactor"":1.75195,""spectralNoveltyRatio"":3.632411,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.776464,""cooldownOverrideMinFlux"":0.029229,""cooldownOverrideMinBandRatio"":0.072021,""analyzeIntervalMs"":42}"
308,r008-0025-049191f9,8,256,6,4,4,0,112,"{""relativeReattackFactor"":3.452528,""relativeReattackMinDelta"":0.010907,""relativeFluxFactor"":1.573327,""spectralNoveltyRatio"":3.192173,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.486898,""cooldownOverrideMinFlux"":0.029751,""cooldownOverrideMinBandRatio"":0.06907,""analyzeIntervalMs"":42}"
309,r008-0027-d29022f0,8,256,6,4,4,0,111,"{""relativeReattackFactor"":3.549148,""relativeReattackMinDelta"":0.011074,""relativeFluxFactor"":1.621375,""spectralNoveltyRatio"":3.425719,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.545446,""cooldownOverrideMinFlux"":0.028869,""cooldownOverrideMinBandRatio"":0.067045,""analyzeIntervalMs"":42}"
310,r008-0036-96ef03d1,8,256,6,4,4,0,112,"{""relativeReattackFactor"":3.384806,""relativeReattackMinDelta"":0.010966,""relativeFluxFactor"":1.465376,""spectralNoveltyRatio"":3.534211,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.499964,""cooldownOverrideMinFlux"":0.029104,""cooldownOverrideMinBandRatio"":0.065607,""analyzeIntervalMs"":42}"
311,r008-0055-aae7d8c8,8,256,6,4,4,0,112,"{""relativeReattackFactor"":3.466945,""relativeReattackMinDelta"":0.010539,""relativeFluxFactor"":1.488289,""spectralNoveltyRatio"":3.323397,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.631707,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.069023,""analyzeIntervalMs"":42}"
312,r008-0061-d6764427,8,256,6,4,4,0,113,"{""relativeReattackFactor"":3.554164,""relativeReattackMinDelta"":0.011592,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.24329,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.451175,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.066228,""analyzeIntervalMs"":42}"
313,r008-0063-c7524bf3,8,256,6,4,4,0,113,"{""relativeReattackFactor"":3.461401,""relativeReattackMinDelta"":0.01103,""relativeFluxFactor"":1.551106,""spectralNoveltyRatio"":3.505842,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.628237,""cooldownOverrideMinFlux"":0.029069,""cooldownOverrideMinBandRatio"":0.065964,""analyzeIntervalMs"":42}"
314,r008-0064-d4c08e02,8,256,6,4,4,0,112,"{""relativeReattackFactor"":3.656086,""relativeReattackMinDelta"":0.010592,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.315542,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.711936,""cooldownOverrideMinFlux"":0.028403,""cooldownOverrideMinBandRatio"":0.066274,""analyzeIntervalMs"":42}"
315,r008-0065-624e2c29,8,256,6,4,4,0,112,"{""relativeReattackFactor"":3.405755,""relativeReattackMinDelta"":0.01157,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.059965,""spectralNoveltyMinBins"":57,""cooldownFrames"":5,""cooldownOverrideFactor"":2.628188,""cooldownOverrideMinFlux"":0.029717,""cooldownOverrideMinBandRatio"":0.073092,""analyzeIntervalMs"":42}"
316,r008-0069-3d3200c0,8,256,6,4,4,0,113,"{""relativeReattackFactor"":3.521017,""relativeReattackMinDelta"":0.00978,""relativeFluxFactor"":1.487967,""spectralNoveltyRatio"":3.355821,""spectralNoveltyMinBins"":54,""cooldownFrames"":5,""cooldownOverrideFactor"":2.464373,""cooldownOverrideMinFlux"":0.028262,""cooldownOverrideMinBandRatio"":0.068026,""analyzeIntervalMs"":42}"
317,r008-0071-853efcd7,8,256,6,4,4,0,112,"{""relativeReattackFactor"":3.411754,""relativeReattackMinDelta"":0.010841,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.353269,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.414371,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.066001,""analyzeIntervalMs"":42}"
